0,[],0,0
1,[0],0.0454548465145,1
2,[0],0.238124060566,0
3,[0],0.255717192254,0
4,[0],0.394538842847,1
5,[0],0.39806655173,1
6,[0],0.433009352299,1
7,[0],0.547679660959,0
8,[0],0.567385154205,0
9,[0],0.644619619944,1
10,[0],0.650104837317,0
11,[0],0.664891131707,0
12,[0],0.68405807698,0
13,[0],0.727888546155,1
14,[0],0.738689351048,1
15,[0],0.741057819305,1
16,[0],0.848991830744,0
17,[0],0.952963673141,0
18,[0],1.03477010725,1
19,[1],1.08224927307,1
20,[1],1.09665150256,1
21,[1],1.12436223694,1
22,[3],1.30545220371,0
23,"[2, 3]",1.41331578167,0
24,"[3, 2]",1.46548907425,0
25,[2],1.51918339162,0
26,"[2, 3]",1.53176762879,0
27,"[3, 2]",1.54331187296,0
28,"[5, 4]",1.59558324546,1
29,"[1, 4]",1.66033492948,1
30,"[6, 4]",1.72443780989,1
31,"[1, 13]",1.73582724887,1
32,"[7, 8]",1.74916255682,0
33,"[5, 15]",1.75556585766,1
34,"[12, 3]",1.83770639236,0
35,"[8, 16]",1.87595431189,0
36,"[2, 8]",1.87847674767,0
37,[2],2.01349742715,0
38,"[8, 17]",2.1407190723,0
39,"[8, 3]",2.25398948107,0
40,"[15, 9]",2.35680389146,1
41,"[11, 2]",2.38710924571,0
42,"[4, 9]",2.42677203526,1
43,"[7, 12]",2.4479624404,0
44,"[14, 15]",2.45613625262,1
45,"[15, 5]",2.53322081147,1
46,"[16, 10]",2.62885356402,0
47,"[7, 11]",2.68164786,0
48,"[15, 14]",2.74501546026,1
49,"[25, 12]",2.7571993891,0
50,"[31, 30]",2.79369641284,1
51,"[10, 16]",2.79519991339,0
52,"[11, 24]",2.80019411677,0
53,[34],2.84868563143,0
54,"[28, 30]",2.90427531624,1
55,"[35, 24]",3.00866139975,0
56,"[19, 18]",3.07566945379,1
57,"[10, 32]",3.08551086988,0
58,"[33, 18]",3.18857053256,1
59,"[32, 35]",3.27337880019,0
60,"[14, 30]",3.33503985054,1
61,"[23, 32]",3.56621016098,0
62,"[10, 35]",3.572593471,0
63,"[30, 18]",3.58435142117,1
64,"[35, 23]",3.58803141988,0
65,"[45, 40]",3.60612928168,1
66,"[31, 33]",3.61179401941,1
67,"[44, 28]",3.61322018154,1
68,"[18, 30]",3.61827237041,1
69,"[44, 28]",3.62656910851,1
70,"[31, 30]",3.73780239297,1
71,"[40, 42]",3.74253091154,1
72,"[29, 31]",3.74535524802,1
73,"[49, 38]",3.78551873965,0
74,"[47, 52]",3.80118397283,0
75,"[42, 18]",3.84225823883,1
76,[32],3.89582248743,0
77,"[39, 37]",3.93119475225,0
78,"[20, 33]",3.99971603459,1
79,"[50, 29]",4.00479626239,1
80,"[36, 41]",4.04721667784,0
81,"[27, 38]",4.08085477085,0
82,"[51, 46]",4.13297938423,0
83,"[44, 50]",4.14652108201,1
84,"[55, 26]",4.18270347361,0
85,[50],4.20690972761,1
86,"[49, 27]",4.28869820497,0
87,"[43, 38]",4.29086331551,0
88,"[47, 49]",4.35020080466,0
89,"[46, 36]",4.35514030274,0
90,"[46, 43]",4.41929932246,0
91,"[44, 56]",4.50194016138,1
92,"[36, 49]",4.52914667148,0
93,"[53, 41]",4.54833040764,0
94,"[40, 42]",4.57531811,1
95,"[52, 62]",4.5780468676,0
96,[57],4.60255078251,0
97,"[43, 53]",4.63538524121,0
98,"[43, 53]",4.64479786483,0
99,"[58, 66]",4.6815373114,1
100,"[20, 69]",4.74637022663,1
101,"[61, 55]",4.85726825085,0
102,"[74, 61]",4.88690169514,0
103,"[65, 79]",5.05748321879,1
104,"[80, 64]",5.07955107601,0
105,"[71, 66]",5.20066719833,1
106,"[60, 56]",5.22765181735,1
107,"[63, 68]",5.29531065278,1
108,"[86, 82]",5.34997376162,0
109,"[63, 54]",5.38405301895,1
110,"[60, 66]",5.41534311025,1
111,"[88, 64]",5.4682686441,0
112,"[82, 76]",5.46861170136,0
113,"[87, 84]",5.52880676024,0
114,"[89, 87]",5.53667237906,0
115,"[69, 48]",5.61159644514,1
116,"[87, 95]",5.64935813445,0
117,"[72, 68]",5.65264447909,1
118,"[87, 80]",5.7299960677,0
119,"[92, 73]",5.82061129871,0
120,"[64, 86]",5.93011432382,0
121,"[65, 60]",5.95663501362,1
122,"[94, 99]",5.96643959185,1
123,"[72, 68]",5.98673693587,1
124,"[63, 48]",5.99726234694,1
125,"[59, 64]",6.0039751313,0
126,"[99, 71]",6.11193018854,1
127,"[90, 84]",6.14939172231,0
128,"[82, 90]",6.20500464513,0
129,"[103, 94]",6.32330093327,1
130,[102],6.36074701592,0
131,"[95, 102]",6.5095024156,0
132,"[113, 102]",6.56013365914,0
133,"[114, 93]",6.57575030042,0
134,[103],6.57945480147,1
135,"[107, 115]",6.61496370803,1
136,"[105, 117]",6.82330639722,1
137,"[22, 111]",7.09835862543,0
138,"[112, 104]",7.09992173255,0
139,[115],7.10678280769,1
140,"[112, 111]",7.16175904794,0
141,"[106, 121]",7.18583953845,1
142,"[121, 109]",7.23660587552,1
143,"[98, 111]",7.25419416928,0
144,[119],7.25490752424,0
145,"[110, 121]",7.53477361638,1
146,"[100, 115]",7.57427030566,1
147,"[121, 21]",7.6802007542,1
148,"[77, 104]",7.68105961456,0
149,"[124, 117]",7.69551635015,1
150,"[119, 112]",7.70676260081,0
151,"[135, 100]",7.75269425332,1
152,"[85, 67]",7.81265976903,1
153,"[119, 96]",7.8572062849,0
154,"[83, 126]",7.90728948645,1
155,"[121, 109]",7.91443083775,1
156,"[83, 141]",8.21756423253,1
157,"[110, 75]",8.41269312635,1
158,"[143, 97]",8.42415235691,0
159,"[133, 96]",8.42840002892,0
160,"[139, 67]",8.57497670041,1
161,"[141, 126]",8.66226926884,1
162,[136],8.6937741248,1
163,"[149, 70]",8.73009164664,1
164,"[116, 131]",8.74633738007,0
165,"[148, 143]",8.79482311567,0
166,"[129, 151]",8.80057612952,1
167,"[129, 122]",8.80385308143,1
168,"[146, 129]",8.80955072443,1
169,"[131, 132]",8.8447663169,0
170,"[122, 70]",8.85453750925,1
171,"[154, 155]",8.95670802816,1
172,"[138, 101]",9.04743167166,0
173,"[128, 138]",9.2026656791,0
174,"[70, 136]",9.27496824588,1
175,"[136, 149]",9.28043309891,1
176,"[149, 152]",9.3554471619,1
177,"[133, 116]",9.36527303469,0
178,"[146, 152]",9.41723814385,1
179,"[134, 136]",9.54684317637,1
180,"[138, 131]",9.64173069205,0
181,"[118, 130]",9.69054843784,0
182,"[70, 149]",9.69665616176,1
183,"[163, 161]",9.73895353852,1
184,"[78, 162]",9.74645843714,1
185,"[144, 140]",9.79366629742,0
186,"[166, 163]",9.83611446175,1
187,"[137, 118]",9.87212010591,0
188,"[128, 165]",9.88659066762,0
189,[170],9.91590501992,1
190,"[157, 134]",9.95418374592,1
191,"[127, 130]",10.1123367382,0
192,"[120, 153]",10.1833839567,0
193,[167],10.2017334023,1
194,"[161, 166]",10.2115888193,1
195,[173],10.2621847642,0
196,"[81, 144]",10.2695805551,0
197,"[108, 173]",10.2720647862,0
198,"[167, 174]",10.3944670732,1
199,"[108, 173]",10.3998814353,0
200,"[130, 108]",10.4265693945,0
201,[165],10.4279167963,0
202,"[144, 125]",10.4521508646,0
203,"[123, 166]",10.5786995249,1
204,"[153, 81]",10.6862570935,0
205,"[120, 165]",10.7443374203,0
206,"[158, 172]",10.8125702014,0
207,"[168, 179]",10.9462108353,1
208,"[186, 160]",11.0699703429,1
209,"[156, 171]",11.1249005683,1
210,"[188, 169]",11.1537603322,0
211,"[125, 172]",11.183272944,0
212,"[108, 188]",11.1837832817,0
213,"[186, 123]",11.2063236444,1
214,"[168, 147]",11.252526856,1
215,"[187, 191]",11.3462203986,0
216,"[160, 168]",11.4662226626,1
217,"[197, 159]",11.5460831851,0
218,"[196, 177]",11.5492854594,0
219,[194],11.5622964603,1
220,"[171, 178]",11.5626205303,1
221,"[176, 189]",11.5719627722,1
222,"[178, 190]",11.6327925826,1
223,"[185, 177]",11.6440960873,0
224,"[180, 188]",11.6812273984,0
225,"[179, 168]",11.7365172078,1
226,"[184, 179]",11.7754818962,1
227,"[205, 159]",11.8223836447,0
228,"[185, 159]",11.846696293,0
229,"[190, 183]",11.9052724119,1
230,"[164, 177]",11.9149384328,0
231,"[91, 184]",11.9227688743,1
232,"[150, 164]",11.951866072,0
233,"[197, 205]",11.9943217104,0
234,"[181, 159]",12.0253002652,0
235,"[91, 176]",12.1597256561,1
236,"[185, 210]",12.393132551,0
237,"[215, 164]",12.4175890279,0
238,"[202, 196]",12.4192035036,0
239,"[145, 214]",12.4656039938,1
240,"[198, 189]",12.4833894881,1
241,"[216, 193]",12.4952044955,1
242,[208],12.5259778231,1
243,[209],12.537708038,1
244,"[210, 177]",12.544044158,0
245,"[213, 184]",12.6741704546,1
246,"[220, 221]",12.6896593724,1
247,"[223, 164]",12.730546609,0
248,"[200, 210]",12.7358407016,0
249,"[175, 220]",12.7578561843,1
250,"[211, 199]",12.7587669094,0
251,"[217, 210]",12.8138897546,0
252,"[223, 206]",12.8186919317,0
253,"[222, 213]",12.8262321289,1
254,"[209, 221]",12.8496322833,1
255,"[200, 164]",12.8654103665,0
256,"[193, 219]",12.9467454569,1
257,"[227, 228]",12.9781616272,0
258,"[229, 221]",12.9874721834,1
259,"[218, 223]",13.1448165076,0
260,[209],13.1658564807,1
261,[217],13.2500932159,0
262,"[224, 192]",13.2571060593,0
263,"[236, 228]",13.4319442824,0
264,"[142, 198]",13.4579058362,1
265,[206],13.491645826,0
266,"[240, 221]",13.6257963092,1
267,"[235, 243]",13.6683954319,1
268,[247],13.7481834388,0
269,[246],13.8072938559,1
270,"[252, 248]",13.8218298899,0
271,"[250, 252]",13.9084837684,0
272,"[204, 237]",13.9125355169,0
273,"[230, 227]",13.9566903407,0
274,"[230, 250]",14.0032258067,0
275,"[242, 240]",14.0199110776,1
276,"[252, 250]",14.0957783404,0
277,"[212, 218]",14.1377272231,0
278,"[240, 207]",14.2406288793,1
279,"[239, 203]",14.2805698171,1
280,"[241, 258]",14.3916732321,1
281,"[248, 257]",14.4715998154,0
282,"[182, 253]",14.4846653057,1
283,"[261, 232]",14.5556240358,0
284,"[195, 247]",14.5991611766,0
285,"[212, 250]",14.6872004524,0
286,"[257, 251]",14.6993970475,0
287,"[245, 239]",14.737454376,1
288,"[260, 253]",14.7500202823,1
289,"[266, 256]",14.8107539643,1
290,"[268, 232]",14.8311172727,0
291,"[270, 195]",14.8940121085,0
292,"[234, 244]",14.9067995668,0
293,"[258, 203]",14.9294020548,1
294,"[259, 272]",14.995456887,0
295,"[272, 262]",15.1806423216,0
296,"[276, 270]",15.2336556919,0
297,"[267, 275]",15.244777703,1
298,"[244, 268]",15.2649429301,0
299,"[249, 226]",15.3373986662,1
300,"[269, 279]",15.4054617423,1
301,"[264, 260]",15.4760846608,1
302,"[282, 264]",15.6255075081,1
303,"[272, 276]",15.635760484,0
304,"[271, 286]",15.73959417,0
305,"[259, 272]",15.7415802088,0
306,"[269, 264]",15.7525360615,1
307,"[289, 267]",15.8538663715,1
308,"[289, 275]",15.8871537609,1
309,"[274, 259]",15.911414756,0
310,"[287, 249]",15.9438280856,1
311,"[272, 233]",15.953344991,0
312,[289],15.9974990941,1
313,"[289, 280]",16.0112310484,1
314,[265],16.0689790195,0
315,"[280, 293]",16.1161020795,1
316,"[283, 286]",16.2756746629,0
317,"[286, 271]",16.3068545161,0
318,"[294, 277]",16.3236704772,0
